8,21
9,21
7,23
7,25
8,25
9,25
7,27
8,27
9,27
7,29
9,29
7,31
9,31
7,33
9,33
9,35
8,37
9,37
7,39
9,39
7,41
9,41
7,43
8,43
9,43
7,45
9,45
8,48
9,48
7,50
9,50
7,52
8,52
8,54
9,54
7,56
8,56
8,58
9,58
8,60
9,60
7,62
8,62
9,62
8,64
9,64
7,66
7,68
8,68
9,68
7,70
8,70
9,72
7,74
8,74
4,21
2,23
3,23
2,25
3,25
4,25
2,27
4,27
2,29
3,29
4,29
2,31
3,33
2,35
3,35
4,35
2,37
3,37
4,37
2,39
3,39
2,41
3,41
4,41
3,43
4,43
2,45
4,45
2,48
4,48
3,50
2,52
3,52
4,52
2,54
3,54
4,54
3,56
4,56
2,58
3,58
2,62
3,62
4,62
2,66
3,66
2,68
4,70
2,72
3,72
4,72
2,74
