2,6
3,6
5,6
6,6
2,8
3,8
5,8
6,8
2,10
3,10
5,10
6,10
2,12
3,12
5,12
6,12
2,14
3,14
5,14
6,14
2,16
3,16
5,16
6,16
9,6
10,6
12,6
13,6
9,8
10,8
12,8
13,8
9,10
10,10
12,10
13,10
9,12
10,12
12,12
13,12
9,14
10,14
12,14
13,14
9,16
10,16
12,16
13,16
16,6
17,6
19,6
20,6
16,8
17,8
19,8
20,8
16,10
17,10
19,10
20,10
16,12
17,12
19,12
20,12
16,14
17,14
19,14
20,14
16,16
17,16
19,16
20,16
23,6
24,6
26,6
27,6
23,8
24,8
26,8
27,8
23,10
24,10
26,10
27,10
23,12
24,12
26,12
27,12
23,14
24,14
26,14
27,14
23,16
24,16
26,16
27,16
5,42
5,44
5,46
5,48
5,50
5,52
7,42
7,44
7,46
7,48
7,50
7,52
9,42
9,44
9,46
9,48
9,50
9,52
11,42
11,44
11,46
11,48
11,50
11,52
4,57
4,58
4,59
4,61
4,62
4,63
4,65
4,66
4,67
4,69
4,70
4,71
6,57
6,58
6,59
6,61
6,62
6,63
6,65
6,66
6,67
6,69
6,70
6,71
4,76
4,77
4,80
4,81
4,84
4,85
4,88
4,89
4,92
4,93
4,96
4,97
6,76
6,77
6,80
6,81
6,84
6,85
6,88
6,89
6,92
6,93
6,96
6,97
8,117
10,117
11,117
13,117
8,114
10,114
11,114
13,114
8,111
10,111
11,111
13,111
8,108
10,108
11,108
13,108
8,105
10,105
11,105
13,105
8,102
10,102
11,102
13,102
22,117
24,117
25,117
27,117
22,114
24,114
25,114
27,114
22,111
24,111
25,111
27,111
22,108
24,108
25,108
27,108
22,105
24,105
25,105
27,105
22,102
24,102
25,102
27,102
