3,9
3,25
4,9
4,10
4,55
4,68
4,115
5,8
5,10
5,11
5,15
5,45
5,50
5,27
5,31
5,32
5,46
5,49
5,67
5,69
5,71
5,96
5,90
6,6
6,7
6,42
6,45
6,54
6,69
6,70
6,82
6,90
6,96
6,106
7,17
7,29
7,43
7,56
7,67
7,73
7,82
7,85
7,92
7,94
8,17
8,23
8,26
8,32
8,36
8,43
8,50
8,52
8,68
8,70
8,79
8,83
8,92
8,96
9,7
9,8
9,16
9,32
9,33
9,68
9,84
9,85
9,97
10,8
10,10
10,16
10,26
10,29
10,34
10,35
10,51
10,56
10,66
10,78
10,87
10,89
10,97
11,13
11,26
11,34
11,35
11,57
11,64
11,72
11,86
11,90
11,95
14,40
14,65
15,5
15,22
15,33
15,40
15,41
15,100
16,10
16,53
16,60
16,96
17,12
17,23
17,26
17,80
22,66
22,78
22,93
23,5
23,6
23,15
23,27
23,46
23,50
23,58
23,59
23,66
23,82
23,83
24,10
24,13
24,24
24,30
24,32
24,36
24,54
24,67
25,12
25,16
25,17
25,22
25,24
25,34
25,36
25,70
25,87
25,88
25,90
25,92
26,12
26,15
26,17
26,25
26,30
26,31
26,49
26,50
26,51
26,70
26,72
26,86
27,3
27,4
27,19
27,32
27,35
27,38
27,39
27,49
27,59
27,72
27,74
27,75
27,86
27,87
27,88
27,90
27,95
27,97
28,4
28,5
28,16
28,18
28,23
28,30
28,31
28,59
28,65
28,66
28,70
28,73
28,76
28,77
28,95
28,99
29,5
29,9
29,25
29,27
29,31
29,76
29,87
29,88
29,91
29,92
29,93
30,46
33,60
34,36
34,59
34,62
35,60
35,61
35,62
39,39
39,40
40,40
40,41
40,43
43,67
44,68
44,69
45,68
45,70
